date,country,confirmed,deaths,recovered,active
2020-03-21,China,73807,3181.0,64623.0,6003.0
2020-03-22,China,77435,3217.0,68659.0,5559.0
2020-03-23,China,90551,3385.0,82015.0,5151.0
2020-03-24,China,79759,3404.0,71611.0,4744.0
2020-03-25,China,75622,3210.0,68133.0,4279.0
2020-03-26,China,81792,3366.0,74428.0,3998.0
2020-03-27,China,77077,3232.0,70372.0,3473.0
2020-03-28,China,73809,3231.0,67502.0,3076.0
2020-03-29,China,101084,3559.0,94693.0,2832.0
2020-03-30,China,85800,3250.0,80155.0,2395.0
2020-03-31,China,77306,3234.0,71918.0,2154.0
2020-04-01,China,75067,3262.0,69648.0,2157.0
2020-04-02,China,97461,3370.0,92282.0,1809.0
2020-04-03,China,76246,3268.0,71318.0,1660.0
2020-04-04,China,75340,3275.0,70535.0,1530.0
2020-04-05,China,78363,3271.0,73762.0,1330.0
2020-04-06,China,83409,3413.0,78748.0,1248.0
2020-04-07,China,76917,3291.0,72381.0,1245.0
2020-04-08,China,75727,3275.0,71293.0,1159.0
2020-04-09,China,96842,3404.0,92273.0,1165.0
2020-04-10,China,85448,3274.0,81169.0,1005.0
2020-04-11,China,78615,3302.0,74133.0,1180.0
2020-04-12,China,77473,3310.0,73072.0,1091.0
2020-04-13,China,82318,3389.0,77680.0,1249.0
2020-04-14,China,87525,3489.0,83026.0,1010.0
2020-04-15,China,80085,3304.0,75620.0,1161.0
2020-04-16,China,76104,3295.0,71515.0,1294.0
2020-04-17,China,87332,4634.0,81448.0,1250.0
2020-04-18,China,81171,4601.0,75689.0,881.0
2020-04-19,China,78463,4600.0,72953.0,910.0
2020-04-20,China,75561,4582.0,69892.0,1087.0
2020-04-21,China,76101,4565.0,70459.0,1077.0
2020-04-22,China,76258,4567.0,70794.0,897.0
2020-04-23,China,87987,4623.0,82601.0,763.0
2020-04-24,China,79462,4624.0,73822.0,1016.0
2020-04-25,China,74363,4558.0,69018.0,787.0
2020-04-26,China,142632,9072.0,132976.0,584.0
2020-04-27,China,5427,39.0,4816.0,572.0
2020-04-28,China,82858,4633.0,77578.0,647.0
2020-04-29,China,82862,4633.0,77610.0,619.0
2020-04-30,China,82874,4633.0,77642.0,599.0
2020-05-01,China,82875,4633.0,77679.0,563.0
2020-05-02,China,82875,4633.0,77685.0,557.0
2020-05-03,China,82880,4633.0,77766.0,481.0
2020-05-04,China,82881,4633.0,77853.0,395.0
2020-05-05,China,82883,4633.0,77911.0,339.0
2020-05-06,China,82885,4633.0,77957.0,295.0
2020-05-07,China,82886,4633.0,77993.0,260.0
2020-05-08,China,82887,4633.0,77993.0,261.0
2020-05-09,China,82901,4633.0,78120.0,148.0
2020-05-10,China,82918,4633.0,78144.0,141.0
2020-05-11,China,82919,4633.0,78171.0,115.0
2020-05-12,China,82926,4633.0,78189.0,104.0
2020-05-13,China,82929,4633.0,78195.0,101.0
2020-05-14,China,82933,4633.0,78209.0,91.0
2020-05-15,China,82941,4633.0,78219.0,89.0
2020-05-16,China,82947,4634.0,78227.0,86.0
2020-05-17,China,82954,4634.0,78238.0,82.0
2020-05-18,China,82963,4634.0,78241.0,88.0
2020-05-19,China,82963,4634.0,78241.0,88.0
2020-05-20,China,82963,4634.0,78241.0,88.0
2020-05-21,China,82963,4634.0,78241.0,88.0
2020-05-22,China,82971,4634.0,78258.0,79.0
2020-05-23,China,82974,4634.0,78261.0,79.0
2020-05-24,China,82985,4634.0,78268.0,83.0
2020-05-25,China,82992,4634.0,78277.0,81.0
2020-05-26,China,82993,4634.0,78280.0,79.0
2020-05-27,China,82995,4634.0,78288.0,73.0
2020-05-28,China,82995,4634.0,78291.0,70.0
2020-05-29,China,82999,4634.0,78302.0,63.0
2020-05-30,China,83001,4634.0,78305.0,62.0
2020-05-31,China,83017,4634.0,78307.0,76.0
2020-06-01,China,83022,4634.0,78316.0,72.0
2020-06-02,China,83023,4634.0,78317.0,72.0
2020-06-03,China,83022,4634.0,78320.0,68.0
2020-06-04,China,83027,4634.0,78328.0,65.0
2020-06-05,China,83030,4634.0,78330.0,66.0
2020-06-06,China,83036,4634.0,78331.0,71.0
2020-06-07,China,83040,4634.0,78340.0,66.0
2020-06-08,China,83043,4634.0,78350.0,59.0
2020-06-09,China,83046,4634.0,78356.0,56.0
2020-06-10,China,83057,4634.0,78360.0,63.0
2020-06-11,China,83064,4634.0,78364.0,66.0
2020-06-12,China,83075,4634.0,78367.0,74.0
2020-06-13,China,83132,4634.0,78369.0,129.0
2020-06-14,China,83181,4634.0,78370.0,177.0
2020-06-15,China,83221,4634.0,78377.0,210.0
2020-06-16,China,83265,4634.0,78379.0,252.0
2020-06-17,China,83293,4634.0,78394.0,265.0
2020-06-18,China,83325,4634.0,78398.0,293.0
2020-06-19,China,83325,4634.0,78398.0,293.0
2020-06-20,China,83380,4634.0,78412.0,334.0
2020-06-21,China,83396,4634.0,78412.0,350.0
2020-06-22,China,83418,4634.0,78424.0,360.0
2020-06-23,China,83431,4634.0,78427.0,370.0
2020-06-24,China,83449,4634.0,78431.0,384.0
2020-06-25,China,83462,4634.0,78439.0,389.0
2020-06-26,China,83483,4634.0,78444.0,405.0
2020-06-27,China,83500,4634.0,78451.0,415.0
2020-06-28,China,83512,4634.0,78460.0,418.0
2020-06-29,China,83531,4634.0,78469.0,428.0
2020-06-30,China,83534,4634.0,78480.0,420.0
2020-07-01,China,83537,4634.0,78488.0,415.0
2020-07-02,China,83542,4634.0,78500.0,408.0
2020-07-03,China,83545,4634.0,78510.0,401.0
2020-07-04,China,83553,4634.0,78516.0,403.0
2020-07-05,China,83557,4634.0,78517.0,406.0
2020-07-06,China,83558,4634.0,78523.0,401.0
2020-07-07,China,83572,4634.0,78548.0,390.0
2020-07-08,China,83581,4634.0,78590.0,357.0
2020-07-09,China,83581,4634.0,78590.0,357.0
2020-07-10,China,83581,4634.0,78590.0,357.0
2020-07-11,China,83594,4634.0,78634.0,326.0
2020-07-12,China,83602,4634.0,78648.0,320.0
2020-07-13,China,83602,4634.0,78648.0,320.0
2020-07-14,China,83611,4634.0,78693.0,284.0
2020-07-15,China,83612,4634.0,78719.0,259.0
2020-07-16,China,83613,4634.0,78719.0,260.0
2020-07-17,China,83613,4634.0,78719.0,260.0
2020-07-18,China,83613,4634.0,78719.0,260.0
2020-07-19,China,83613,4634.0,78719.0,260.0
2020-07-20,China,83613,4634.0,78719.0,260.0
2020-07-21,China,83613,4634.0,78719.0,260.0
2020-07-22,China,83729,4634.0,78854.0,241.0
2020-07-23,China,83750,4634.0,78872.0,244.0
2020-07-24,China,83784,4634.0,78888.0,262.0
2020-07-25,China,83830,4634.0,78908.0,288.0
2020-07-26,China,83891,4634.0,78918.0,339.0
2020-07-27,China,83959,4634.0,78934.0,391.0
2020-07-28,China,84060,4634.0,78944.0,482.0
2020-07-29,China,84165,4634.0,78957.0,574.0
2020-07-30,China,84292,4634.0,78974.0,684.0
2020-07-31,China,84337,4634.0,78990.0,713.0
2020-08-01,China,84385,4634.0,79003.0,748.0
2020-08-02,China,84428,4634.0,79013.0,781.0
2020-08-03,China,84464,4634.0,79030.0,800.0
2020-08-04,China,84491,4634.0,79047.0,810.0
2020-08-05,China,84528,4634.0,79057.0,837.0
2020-08-06,China,84565,4634.0,79088.0,843.0
2020-08-07,China,84596,4634.0,79122.0,840.0
2020-08-08,China,84619,4634.0,79168.0,817.0
2020-08-09,China,84668,4634.0,79232.0,802.0
2020-08-10,China,84712,4634.0,79284.0,794.0
2020-08-11,China,84731,4634.0,79342.0,755.0
2020-08-12,China,84756,4634.0,79398.0,724.0
2020-08-13,China,84786,4634.0,79463.0,689.0
2020-08-14,China,84808,4634.0,79518.0,656.0
2020-08-15,China,84827,4634.0,79574.0,619.0
2020-08-16,China,84849,4634.0,79605.0,610.0
2020-08-17,China,84871,4634.0,79638.0,599.0
2020-08-18,China,84888,4634.0,79685.0,569.0
2020-08-19,China,84895,4634.0,79741.0,520.0
2020-08-20,China,84917,4634.0,79790.0,493.0
2020-08-21,China,84939,4634.0,79847.0,458.0
2020-08-22,China,84951,4634.0,79904.0,413.0
2020-08-23,China,84967,4634.0,79924.0,409.0
2020-08-24,China,84981,4634.0,79960.0,387.0
2020-08-25,China,84996,4634.0,80014.0,348.0
2020-08-26,China,85004,4634.0,80044.0,326.0
2020-08-27,China,85013,4634.0,80089.0,290.0
2020-08-28,China,85022,4634.0,80124.0,264.0
2020-08-29,China,85031,4634.0,80151.0,246.0
2020-08-31,China,85058,4634.0,80206.0,218.0
2020-09-01,China,85065,4634.0,80226.0,205.0
2020-09-02,China,85077,4634.0,80248.0,195.0
2020-09-03,China,85102,4634.0,80260.0,208.0
2020-09-04,China,85112,4634.0,80280.0,198.0
2020-09-05,China,85122,4634.0,80298.0,190.0
2020-09-06,China,85134,4634.0,80316.0,184.0
2020-09-07,China,85143,4634.0,80330.0,179.0
2020-09-08,China,85146,4634.0,80343.0,169.0
2020-09-09,China,85153,4634.0,80354.0,165.0
2020-09-10,China,85168,4634.0,80377.0,157.0
2020-09-11,China,85174,4634.0,80381.0,159.0
2020-09-12,China,85184,4634.0,80395.0,155.0
2020-09-13,China,85194,4634.0,80410.0,150.0
2020-09-14,China,85202,4634.0,80420.0,148.0
2020-09-16,China,85223,4634.0,80446.0,143.0
2020-09-17,China,85255,4634.0,80453.0,168.0
2020-09-18,China,85269,4634.0,80462.0,173.0
2020-09-19,China,85279,4634.0,80472.0,173.0
2020-09-20,China,85291,4634.0,80481.0,176.0
2020-09-21,China,85297,4634.0,80494.0,169.0
2020-09-22,China,85307,4634.0,80500.0,173.0
2020-09-23,China,85314,4634.0,80509.0,171.0
2020-09-24,China,85322,4634.0,80519.0,169.0
2020-09-25,China,85337,4634.0,80532.0,171.0
2020-09-26,China,85351,4634.0,80537.0,180.0
2020-09-27,China,85372,4634.0,80549.0,189.0
2020-09-29,China,85403,4634.0,80570.0,199.0
2020-09-30,China,85412,4634.0,80587.0,191.0
2020-10-01,China,85424,4634.0,80596.0,194.0
2020-10-02,China,85434,4634.0,80605.0,195.0
2020-10-03,China,85450,4634.0,80616.0,200.0
2020-10-04,China,85470,4634.0,80623.0,213.0
2020-10-05,China,85482,4634.0,80630.0,218.0
2020-10-06,China,85489,4634.0,80645.0,210.0
2020-10-07,China,85498,4634.0,80657.0,207.0
2020-10-08,China,85521,4634.0,80676.0,211.0
2020-10-09,China,85536,4634.0,80689.0,213.0
2020-10-10,China,85557,4634.0,80698.0,225.0
2020-10-11,China,85584,4634.0,80704.0,246.0
2020-10-12,China,85591,4634.0,80723.0,234.0
2020-10-13,China,85611,4634.0,80730.0,247.0
2020-10-14,China,85622,4634.0,80742.0,246.0
2020-10-15,China,85646,4634.0,80754.0,258.0
2020-10-16,China,85659,4634.0,80765.0,260.0
2020-10-17,China,85672,4634.0,80782.0,256.0
2020-10-18,China,85685,4634.0,80800.0,251.0
2020-10-19,China,85704,4634.0,80812.0,258.0
2020-10-20,China,85715,4634.0,80831.0,250.0
2020-10-21,China,85729,4634.0,80849.0,246.0
2020-10-22,China,85747,4634.0,80864.0,249.0
2020-10-23,China,85778,4634.0,80875.0,269.0
2020-10-24,China,85793,4634.0,80887.0,272.0
2020-10-25,China,85810,4634.0,80909.0,267.0
2020-10-26,China,85826,4634.0,80922.0,270.0
2020-10-27,China,85868,4634.0,80932.0,302.0
2020-10-28,China,85915,4634.0,80940.0,341.0
2020-10-29,China,85940,4634.0,80963.0,343.0
2020-10-30,China,85973,4634.0,80983.0,356.0
2020-10-31,China,85997,4634.0,81000.0,363.0
2020-11-01,China,86021,4634.0,81020.0,367.0
2020-11-02,China,86070,4634.0,81041.0,395.0
2020-11-03,China,86087,4634.0,81057.0,396.0
2020-11-04,China,86115,4634.0,81077.0,404.0
2020-11-05,China,86151,4634.0,81092.0,425.0
2020-11-06,China,86184,4634.0,81124.0,426.0
2020-11-07,China,86212,4634.0,81159.0,419.0
2020-11-08,China,86245,4634.0,81179.0,432.0
2020-11-09,China,86267,4634.0,81201.0,432.0
2020-11-10,China,86284,4634.0,81222.0,428.0
2020-11-11,China,86299,4634.0,81246.0,419.0
2020-11-12,China,86307,4634.0,81272.0,401.0
2020-11-13,China,86325,4634.0,81295.0,396.0
2020-11-14,China,86338,4634.0,81310.0,394.0
2020-11-15,China,86346,4634.0,81332.0,380.0
2020-11-16,China,86360,4634.0,81372.0,354.0
2020-11-17,China,86369,4634.0,81409.0,326.0
2020-11-18,China,86381,4634.0,81430.0,317.0
2020-11-19,China,86398,4634.0,81448.0,316.0
2020-11-20,China,86414,4634.0,81466.0,314.0
2020-11-21,China,86431,4634.0,81475.0,322.0
2020-11-22,China,86442,4634.0,81487.0,321.0
2020-11-23,China,86464,4634.0,81503.0,327.0
2020-11-24,China,86469,4634.0,81527.0,308.0
2020-11-25,China,86490,4634.0,81547.0,309.0
2020-11-26,China,86495,4634.0,81554.0,307.0
2020-11-27,China,86501,4634.0,81578.0,289.0
2020-11-28,China,86512,4634.0,81594.0,284.0
2020-11-29,China,86530,4634.0,81612.0,284.0
2020-11-30,China,86542,4634.0,81627.0,281.0
2020-12-01,China,86551,4634.0,81644.0,273.0
2020-12-02,China,86568,4634.0,81661.0,273.0
2020-12-03,China,86586,4634.0,81678.0,274.0
2020-12-04,China,86601,4634.0,81693.0,274.0
2020-12-05,China,86619,4634.0,81702.0,283.0
2020-12-06,China,86634,4634.0,81718.0,282.0
2020-12-07,China,86649,4634.0,81732.0,283.0
2020-12-08,China,86661,4634.0,81741.0,286.0
2020-12-09,China,86673,4634.0,81753.0,286.0
2020-12-10,China,86688,4634.0,81761.0,293.0
2020-12-11,China,86701,4634.0,81773.0,294.0
2020-12-12,China,86725,4634.0,81784.0,307.0
2020-12-13,China,86741,4634.0,81793.0,314.0
2020-12-14,China,86758,4634.0,81810.0,314.0
2020-12-15,China,86770,4634.0,81820.0,316.0
2020-12-16,China,86777,4634.0,81841.0,302.0
2020-12-17,China,86789,4634.0,81849.0,306.0
2020-12-18,China,86806,4634.0,81864.0,308.0
2020-12-19,China,86829,4634.0,81883.0,312.0
2020-12-20,China,86852,4634.0,81898.0,320.0
2020-12-21,China,86867,4634.0,81905.0,328.0
2020-12-22,China,86882,4634.0,81922.0,326.0
2020-12-23,China,86899,4634.0,81946.0,319.0
2020-12-24,China,86913,4634.0,81956.0,323.0
2020-12-25,China,86933,4634.0,81967.0,332.0
2020-12-26,China,86955,4634.0,81983.0,338.0
2020-12-27,China,86976,4634.0,81998.0,344.0
2020-12-28,China,87003,4634.0,82014.0,355.0
2020-12-29,China,87027,4634.0,82035.0,358.0
2020-12-30,China,87052,4634.0,82045.0,373.0
2020-12-31,China,87071,4634.0,82064.0,373.0
2020-01-24,France,2,0.0,0.0,0.0
2020-01-25,France,3,0.0,0.0,0.0
2020-01-26,France,3,0.0,0.0,0.0
2020-01-27,France,3,0.0,0.0,0.0
2020-01-28,France,4,0.0,0.0,0.0
2020-01-29,France,5,0.0,0.0,0.0
2020-01-30,France,5,0.0,0.0,0.0
2020-01-31,France,5,0.0,0.0,0.0
2020-02-01,France,42,0.0,0.0,42.0
2020-02-08,France,44,0.0,0.0,44.0
2020-02-12,France,33,0.0,6.0,27.0
2020-02-15,France,120,10.0,40.0,70.0
2020-02-25,France,14,1.0,11.0,2.0
2020-02-26,France,18,2.0,11.0,5.0
2020-02-27,France,38,2.0,11.0,25.0
2020-02-28,France,57,2.0,11.0,44.0
2020-02-29,France,100,2.0,12.0,86.0
2020-03-01,France,130,2.0,12.0,116.0
2020-03-02,France,191,3.0,12.0,176.0
2020-03-03,France,204,4.0,12.0,188.0
2020-03-04,France,285,4.0,12.0,269.0
2020-03-05,France,377,6.0,12.0,359.0
2020-03-06,France,653,9.0,12.0,632.0
2020-03-07,France,949,11.0,12.0,926.0
2020-03-08,France,1126,19.0,12.0,1095.0
2020-03-09,France,1209,19.0,12.0,1178.0
2020-03-10,France,1784,33.0,12.0,1739.0
2020-03-11,France,8242,175.0,36.0,8031.0
2020-03-14,France,4494,91.0,12.0,4391.0
2020-03-15,France,4525,91.0,12.0,4422.0
2020-03-16,France,6672,148.0,12.0,6512.0
2020-03-17,France,7683,148.0,12.0,7523.0
2020-03-18,France,9064,148.0,12.0,8904.0
2020-03-19,France,10907,243.0,12.0,10652.0
2020-03-20,France,12657,450.0,12.0,12195.0
2020-03-21,France,14353,562.0,12.0,13779.0
2020-03-22,France,16214,676.0,2201.0,13337.0
2020-03-23,France,20123,862.0,2207.0,17054.0
2020-03-24,France,22622,1102.0,3288.0,18232.0
2020-03-25,France,25600,1333.0,3907.0,20360.0
2020-03-26,France,29551,1698.0,4955.0,22898.0
2020-03-27,France,33402,1997.0,5707.0,25698.0
2020-03-28,France,38105,2317.0,5724.0,30064.0
2020-03-29,France,40708,2611.0,7226.0,30871.0
2020-03-30,France,45170,3030.0,7964.0,34176.0
2020-03-31,France,52827,3532.0,9513.0,39782.0
2020-04-01,France,57749,4043.0,11053.0,42653.0
2020-04-02,France,59929,5398.0,12548.0,41983.0
2020-04-03,France,65202,6520.0,14135.0,44547.0
2020-04-04,France,90848,7574.0,15572.0,67702.0
2020-04-05,France,93773,8093.0,16349.0,69331.0
2020-04-06,France,98963,8926.0,17428.0,72609.0
2020-04-07,France,110065,10343.0,19523.0,80199.0
2020-04-08,France,113959,10887.0,21452.0,81620.0
2020-04-09,France,118781,12228.0,23413.0,83140.0
2020-04-10,France,125931,13215.0,25195.0,87521.0
2020-04-11,France,130727,13851.0,26663.0,90213.0
2020-04-12,France,133670,14412.0,27469.0,91789.0
2020-04-13,France,137875,14986.0,28001.0,94888.0
2020-04-14,France,131361,15748.0,29098.0,86515.0
2020-04-15,France,134582,17188.0,31470.0,85924.0
2020-04-16,France,147091,17941.0,33327.0,95823.0
2020-04-17,France,149130,18703.0,35006.0,95421.0
2020-04-18,France,149149,19345.0,36587.0,93217.0
2020-04-19,France,154097,19744.0,37183.0,97170.0
2020-04-20,France,156480,20292.0,38036.0,98152.0
2020-04-21,France,159297,20829.0,39819.0,98649.0
2020-04-22,France,157125,21373.0,41326.0,94426.0
2020-04-23,France,159460,21889.0,42762.0,94809.0
2020-04-24,France,159952,22279.0,44271.0,93402.0
2020-04-25,France,161644,22648.0,45372.0,93624.0
2020-04-26,France,162220,22890.0,45681.0,93649.0
2020-04-27,France,165963,23327.0,46293.0,96343.0
2020-04-28,France,169053,23694.0,47775.0,97584.0
2020-04-29,France,166543,24121.0,49118.0,93304.0
2020-04-30,France,167299,24410.0,50380.0,92509.0
2020-05-01,France,167305,24628.0,51124.0,91553.0
2020-05-02,France,168518,24763.0,50663.0,93092.0
2020-05-03,France,168925,24900.0,50885.0,93140.0
2020-05-04,France,169583,25204.0,51476.0,92903.0
2020-05-05,France,170687,25537.0,52842.0,92308.0
2020-05-06,France,174224,25812.0,54079.0,94333.0
2020-05-07,France,174918,25990.0,55191.0,93737.0
2020-05-08,France,176202,26233.0,55892.0,94077.0
2020-05-09,France,176782,26313.0,56148.0,94321.0
2020-05-10,France,177094,26383.0,56327.0,94384.0
2020-05-11,France,177547,26646.0,56835.0,94066.0
2020-05-12,France,178349,26994.0,57898.0,93457.0
2020-05-13,France,178184,27077.0,58786.0,92321.0
2020-05-14,France,178994,27428.0,59719.0,91847.0
2020-05-15,France,179630,27532.0,60562.0,91536.0
2020-05-16,France,179630,27532.0,60562.0,91536.0
2020-05-17,France,179693,28111.0,61327.0,90255.0
2020-05-18,France,180051,28242.0,61843.0,89966.0
2020-05-19,France,180933,28025.0,62678.0,90230.0
2020-05-20,France,181700,28135.0,63472.0,90093.0
2020-05-21,France,181951,28218.0,63976.0,89757.0
2020-05-22,France,182015,28218.0,63986.0,89811.0
2020-05-23,France,182036,28218.0,63988.0,89830.0
2020-05-24,France,182709,28370.0,64735.0,89604.0
2020-05-25,France,183067,28460.0,65317.0,89290.0
2020-05-26,France,182847,28533.0,65997.0,88317.0
2020-05-27,France,183038,28599.0,66702.0,87737.0
2020-05-28,France,186364,28665.0,67309.0,90390.0
2020-05-29,France,186923,28717.0,67921.0,90285.0
2020-05-30,France,188752,28774.0,68386.0,91592.0
2020-05-31,France,189009,28805.0,68473.0,91731.0
2020-06-01,France,189348,28836.0,68558.0,91954.0
2020-06-02,France,188450,28943.0,68930.0,90577.0
2020-06-03,France,192330,29024.0,69573.0,93733.0
2020-06-04,France,189569,29068.0,70094.0,90407.0
2020-06-05,France,190180,29114.0,70622.0,90444.0
2020-06-06,France,190759,29145.0,70924.0,90690.0
2020-06-07,France,191102,29158.0,70961.0,90983.0
2020-06-08,France,191313,29212.0,71182.0,90919.0
2020-06-09,France,191523,29299.0,71626.0,90598.0
2020-06-10,France,192068,29322.0,71952.0,90794.0
2020-06-11,France,192493,29349.0,72269.0,90875.0
2020-06-12,France,193220,29377.0,72695.0,91148.0
2020-06-13,France,193746,29401.0,72931.0,91414.0
2020-06-14,France,194153,29410.0,72982.0,91761.0
2020-06-15,France,194305,29439.0,73168.0,91698.0
2020-06-16,France,194347,29550.0,73459.0,91338.0
2020-06-17,France,194805,29578.0,73791.0,91436.0
2020-06-18,France,195272,29606.0,74011.0,91655.0
2020-06-19,France,196083,29620.0,74241.0,92222.0
2020-06-20,France,196724,29636.0,74436.0,92652.0
2020-06-21,France,197008,29643.0,74496.0,92869.0
2020-06-22,France,197381,29666.0,74736.0,92979.0
2020-06-23,France,197804,29723.0,74995.0,93086.0
2020-06-24,France,197885,29734.0,75251.0,92900.0
2020-06-25,France,197885,29755.0,75475.0,92655.0
2020-06-26,France,199473,29781.0,75773.0,93919.0
2020-06-27,France,199473,29781.0,75773.0,93919.0
2020-06-28,France,199476,29781.0,75774.0,93921.0
2020-06-29,France,201522,29816.0,76124.0,95582.0
2020-06-30,France,202063,29846.0,76399.0,95818.0
2020-07-01,France,202981,29864.0,76674.0,96443.0
2020-07-02,France,203640,29878.0,76927.0,96835.0
2020-07-03,France,204222,29896.0,77185.0,97141.0
2020-07-04,France,204222,29896.0,77185.0,97141.0
2020-07-05,France,204222,29896.0,77185.0,97141.0
2020-07-06,France,205597,29923.0,77444.0,98230.0
2020-07-07,France,206072,29936.0,77780.0,98356.0
2020-07-08,France,206072,29936.0,77780.0,98356.0
2020-07-09,France,207356,29982.0,78295.0,99079.0
2020-07-10,France,208015,30007.0,78513.0,99495.0
2020-07-11,France,208015,30007.0,78513.0,99495.0
2020-07-12,France,208015,30007.0,78513.0,99495.0
2020-07-13,France,209640,30032.0,78722.0,100886.0
2020-07-14,France,209640,30032.0,78722.0,100886.0
2020-07-15,France,210568,30123.0,78945.0,101500.0
2020-07-16,France,211102,30141.0,79161.0,101800.0
2020-07-17,France,211943,30155.0,79371.0,102417.0
2020-07-18,France,211943,30155.0,79371.0,102417.0
2020-07-19,France,211943,30155.0,79371.0,102417.0
2020-07-20,France,214023,30180.0,79668.0,104175.0
2020-07-21,France,214607,30168.0,79861.0,104578.0
2020-07-22,France,215605,30175.0,80084.0,105346.0
2020-07-23,France,216667,30185.0,80600.0,105882.0
2020-07-24,France,217797,30195.0,80943.0,106659.0
2020-07-25,France,217801,30195.0,80945.0,106661.0
2020-07-26,France,217801,30195.0,80945.0,106661.0
2020-07-27,France,220352,30212.0,81212.0,108928.0
2020-07-28,France,221077,30226.0,81441.0,109410.0
2020-07-29,France,221077,30226.0,81443.0,109408.0
2020-07-30,France,222469,30241.0,81632.0,110596.0
2020-07-31,France,225197,30268.0,81764.0,113165.0
2020-08-01,France,225198,30268.0,81764.0,113166.0
2020-08-02,France,225198,30268.0,81764.0,113166.0
2020-08-03,France,225198,30268.0,81764.0,113166.0
2020-08-04,France,228576,30297.0,81764.0,116515.0
2020-08-05,France,228576,30297.0,82298.0,115981.0
2020-08-06,France,231310,30308.0,82592.0,118410.0
2020-08-07,France,235207,30327.0,82968.0,121912.0
2020-08-08,France,235208,30327.0,82968.0,121913.0
2020-08-09,France,235237,30327.0,82971.0,121939.0
2020-08-10,France,239349,30327.0,82971.0,126051.0
2020-08-11,France,239355,30328.0,82971.0,126056.0
2020-08-12,France,244088,30375.0,83609.0,130104.0
2020-08-13,France,244096,30392.0,83612.0,130092.0
2020-08-14,France,249655,30410.0,83993.0,135252.0
2020-08-15,France,252965,30410.0,83993.0,138562.0
2020-08-16,France,252965,30410.0,83993.0,138562.0
2020-08-17,France,256533,30434.0,84214.0,141885.0
2020-08-18,France,256534,30434.0,84214.0,141886.0
2020-08-19,France,256534,30434.0,84214.0,141886.0
2020-08-20,France,256534,30434.0,84214.0,141886.0
2020-08-21,France,271960,30508.0,84981.0,156478.0
2020-08-22,France,275562,30517.0,85102.0,159950.0
2020-08-23,France,280459,30518.0,85125.0,164823.0
2020-08-24,France,282414,30533.0,85352.0,166610.0
2020-08-25,France,285902,30549.0,85757.0,169596.0
2020-08-26,France,291374,30549.0,85811.0,175014.0
2020-08-27,France,297485,30581.0,86271.0,180633.0
2020-08-28,France,304947,30601.0,86495.0,187851.0
2020-08-29,France,304947,30601.0,86495.0,187851.0
2020-08-31,France,318986,30640.0,86790.0,201553.0
2020-09-01,France,323968,30666.0,87036.0,206266.0
2020-09-02,France,331060,30692.0,87418.0,212950.0
2020-09-03,France,338220,30712.0,87661.0,219847.0
2020-09-04,France,347267,30730.0,87927.0,228610.0
2020-09-05,France,347267,30730.0,87927.0,228610.0
2020-09-06,France,347268,30730.0,87927.0,228611.0
2020-09-07,France,367174,30732.0,88484.0,247958.0
2020-09-08,France,373718,30770.0,88876.0,254072.0
2020-09-09,France,383292,30805.0,89242.0,262335.0
2020-09-10,France,392243,30819.0,89468.0,271956.0
2020-09-11,France,401890,30901.0,89890.0,280992.0
2020-09-12,France,402811,30902.0,90445.0,280993.0
2020-09-13,France,402893,30903.0,90445.0,280993.0
2020-09-14,France,425870,30958.0,90432.0,304480.0
2020-09-16,France,443869,31056.0,91293.0,321193.0
2020-09-17,France,454266,31103.0,91765.0,331231.0
2020-09-18,France,467421,31257.0,92700.0,343369.0
2020-09-19,France,467614,31257.0,93586.0,343374.0
2020-09-20,France,467614,31257.0,93586.0,343374.0
2020-09-21,France,496851,31346.0,94289.0,371216.0
2020-09-22,France,507150,31426.0,94961.0,380597.0
2020-09-23,France,508456,31447.0,96498.0,380583.0
2020-09-24,France,536289,31524.0,95980.0,408785.0
2020-09-25,France,552421,31675.0,96909.0,423965.0
2020-09-26,France,552454,31675.0,96937.0,423966.0
2020-09-27,France,552473,31675.0,96937.0,423985.0
2020-09-29,France,590021,31908.0,98088.0,460025.0
2020-09-30,France,604031,31986.0,98632.0,472387.0
2020-10-01,France,616986,32034.0,99154.0,485798.0
2020-10-02,France,629431,32171.0,100253.0,497363.0
2020-10-03,France,629509,32171.0,100281.0,497380.0
2020-10-04,France,629509,32171.0,100281.0,497380.0
2020-10-05,France,664289,32317.0,100873.0,531004.0
2020-10-06,France,675736,32383.0,101443.0,540812.0
2020-10-07,France,693603,32463.0,102061.0,559021.0
2020-10-08,France,711704,32539.0,102542.0,576623.0
2020-10-09,France,732434,32601.0,103232.0,596601.0
2020-10-10,France,732434,32601.0,103232.0,596601.0
2020-10-11,France,732434,32601.0,103232.0,596601.0
2020-10-12,France,776097,32703.0,104035.0,639212.0
2020-10-13,France,798257,32982.0,105203.0,659262.0
2020-10-14,France,820376,33058.0,106374.0,680944.0
2020-10-15,France,850997,33146.0,107043.0,710808.0
2020-10-16,France,876342,33325.0,108014.0,735003.0
2020-10-17,France,876342,33325.0,108014.0,735003.0
2020-10-18,France,876342,33325.0,108014.0,735003.0
2020-10-19,France,952600,33647.0,109611.0,809342.0
2020-10-20,France,973275,33928.0,110515.0,828644.0
2020-10-21,France,1000369,34075.0,111715.0,854579.0
2020-10-22,France,1041991,34237.0,112662.0,895092.0
